Tweet,label_encoded
tau apa buat marah baca tbtb out sendiri,0
beli donat biar sedih,4
minder anjir kalau suka sama orang habis bagaimana selalu suka sama santri fisik pada akhlakless begini jadi lebih nyaman cinta diam wkwk begitu doi pernah lihat saya nyedot tijus pakai selang apa tidak tambah jijay,1
iya sepi buka kdng apdet bias sama scroll tok,4
nya tolong jangan lupa dibacain takut meriang butuh kan kasih sayang,1
nya hukum mati bangsat rusak nama sumut dia,0
sekarang begitu sedih banget,5
suka howl bohong cakep banget sksk bener kata sendiri kalau kecut padahal selesein masalah sendiri sama raja malah nyuruh sophie sophienya mau saja lagi,3
papa itu suka banget tau min belanja toko ijopokoknya kalau beli barang kalau bukan toko hijau tidak mau beli,4
pagi isi semesta sujud zat acap lupa kau sebut sombong balut pagi angin bisik lirih malaikat rahmat kirim kasih buta mata hati saja sedih jiwa letih raga rapuh rambut yang mulai mutih,5
kadrun kroco sih cuma dapet nasbung ada order demo kini sepi order jadi lapar makanya ngaco racau jadi wkwk tertawa,2
lsm lantang bongkar duga korupsi dprd pringsewu,4
deg deg guys takut bahasa inggris belepotan,1
iya anjink ngakakk kudu tampar diri sendiri terus hidup kamu bodoh,0
terima kasih dosen terimakasih orang tidak suka maaciw temen dekat terimakasih orang selalu ganggu hidup,4
tida kaget kamu deserve,4
walapun kurung sana kaya ada nama korupsi,2
sering banget typo allah mana kalau typo suka sadar kayak typo jalan ninjaku,1
temenku non kpopers tbtb suka lagu wkwk terkejuttt wkwk,2
iya swndirian banget soal beberapa anak positif kopit jumat kemarin asli panik takut,1
mari semangat,2
wamenaker kemarin bilang kabur kalau tidak usah balik nah sih justru kecewa makin dalam bagi bahwa negara tidak ingin lagi kata koordinator kelola tahu data,5
pintu siap kan data duga korupsi akusisi kpk,4
buat suka wangi kelapa smooth rileks pasti suka coco sleep sama coco zen asli calming banget wangi pas pakai watery hasil ngelembabin banget def fav repurchase ganti,3
kapan kamu mau pura pura bahagia,2
kpk tetap lima sangka korupsi proyek jalan sumatera utara,4
takut banget tiba ppkm bagaimana,1
malu,1
gerombol ngasal bin tolol,0
jadi takut temen tau akun ini soal lihat kontak kan saya dftr akun pakai nomor,1
sekarang berita dukacita mulai sliwar sliwer wag mas temen saudara lama kabar tetiba kasih kabar duka ealaah gustingene lho tidak percaya pandemi pergi,4
enak kebab bbq,2
sudah tahun tetap takut mak marah kemas rumah,1
suka sama pahamify sering ada gratis terus banyak ribet banget syarat suruh share grup kadang,4
bgstt rambut lawan iya sedih soal tari tidak tarik sama chanyang huhu,5
sabar sabar kaget sama crossovernya chigiri pulang kunigami nang noh pojok,4
yay nonton sendiri lebih enak,2
mantan istri bongkar trik cinta ferry irawan saya suka kirim,4
kalau marah balik anjg lah,0
denger denger rupiah makin sepi,4
takut bisa peran bapak min yoongi baique yoongi seperti diem diem kan nah rada petakilan sama takut kalau suruh show off savage nya tuh tidak begitu,1
purapura bodoh padahal tau semua seru banget,4
kaget bener suka tetiba logout tidak limit,1
takut kak,1
orang macem begini emang kudu beri panggung sih biar bakar skilled worker,0
titalia cantik banget yaallah bukan cantik tawan begitu suka banget lihat nya pramugari dia juga ramah banget,3
pagi tahan jangan emosi,0
kalau biasa pakai otomatis harum nder karena rusak ganti spray begini harum paling suka rose garden pojok kiri semprotinnya ujung sudut kamar kalau misal makan makan ditutupin nder biar kena,4
bangun jam sesuai alarm pas bangun panik banget hampir nang kirain telat kelas beberapa detik baru ingat kalau kelas jam,1
tren ramai bincang media sosial indonesia turut tarik perhati jepang aja kerja luar negeri banyak suara warganet bentuk protes kondisi sejahtera dalam negeri,5
benar ikn hanya trik agr kasus korup kasus lain tutup emgnya mungkin bangun ikn selesai tahun situ sudah baca bohong,4
jurang,4
kazuha ganti yae alias takut ttp percaya diri,1
takut tuhan kalau,1
mas apa inspiring life journey kamu looking expand your recruiter team love join the movement currently tech recruiter multinational tech usaha managing hiring and region hope connect soon mas,2
viral wakil ketua komisi dpr perintah otokritik,4
semangat okeyy,2
orangorang suka kata jujur dapat tiga percaya cinta rasa hormat khalifah ali bin abi thalib,4
biyen smp sma paling senang olahraga dadi khawatir sih nek kokon roll depan belakang,1
extra shot awak espresso shot dia sama banyak americano itu rasa pahit kalau biasa,4
pagi adaa yang nyala api emosi,0
suka jatuh cinta tidak butuh alas suka suka,3
indonesia bentuk para migran datang gelombang masa lalu sekaligus bangsa rantau jadi bukan baru tabu,4
guru sudah kaku banget sih kesel,0
ustadz khalid basalamah pekan lalu periksa kpk kasus duga korupsi kuota haji khusus,4
untuk ask bvyer kalau minta over bvdget boleh abar maaf kak over bvdget sih takut tidak enak ada saran kalimat buat blsnya,1
juni sukarton marmosudjono tinggal dadak jabat jaksa agung buat bijak tayang wajah koruptor televisi pertama kali,4
semangat menteri bumn pak tri bumn erick thohir bumn hadir negeri perata bangun sejahtera masyarakat indonesia semangat pak,2
kemarin atlet suara efisiensi mending benar sie negara orang mungkin harga,5
pagi buat emosi juragan,0
ada cukup baik,4
soal wamenaker kabur saja kalau perlu jangan balik kompascom baca berita iklan download aplikasi,0
orang cuma nya ngeliati hidup orang pernah ngeliati hidup mereka sendiri saja belum bener,0
sedih banget denise balik,5
cjr bangsat usak moral kecil ajar cinta sunat sombong sono pergi laut all comati,0
normal attack set hima maksud bisa pakai arte bonus buat dps kayak macam gladi hod,4
sender selamat pagi selene mau aju tristan cocok sama kriterianyaa jadi broboyfie kamu suka kasih hugkiss sukaa banget kasih afeksi full love and very affectionate sayang banget bangett perhati will take care,3
makanya aneh banget bukan perkara punya anak enggak nih emang anti banget sama keras dia anggap normal bentaknyubit anak,4
jadi ingat author ngedrama dulu gila ikutin banget hahah karya nya sih sebenernya makanya suka,3
cowok jujur cowok bilang suka kalau suka bilang sayang kalau sayang kalau lapar makan,3
akhir jadi perhati international kamu wish pak,0
rindu kamu,3
sedih banget temen,5
tidak-apa-apa sedih,5
iya lihat berita sedih banget bapak nang,5
beli panik sebab kurang telur ayam,4
tren bukan arti nasionalis,4
kabar kamu sslalu tunggu,4
siapa buat ibu bapak gembira beri keridhoan sungguh dapat ridho allah subhanahu wata ala hadis riwayat bukhari juang terap syariah,4
ramai jajar sepi nalar lupa batang akar dar lembar daftar,4
hasya comel kan lexi kecil macam mira filzah konon marah disperate sama merald lalu kan lexi hasya abang fazlee sudah kerja jkr kota marudu mungkin jumpa jodoh baik merald doa lexi hasya,4
begini punya motor kudu nyuci sendiri kotor sendiri dhehxhwh kesal,0
semalem asik baca tiba tiba lock akun sedih banget,5
kucing kota panik kejer,1
jagung periksa pihak google indonesia soal korupsi chromebook,4
sedih,5
alhamdulillah senang kamu nder semangat teruss,2
sebenernya takut ajg pakai ava muka sendiri,1
fuh know flexi lembap tambah jual ckp post feb baru prosesha pastu sangkut sudahlain kali informlah post kalau pakai flexi courier yang normal inform kisah ikut duration tidak macam flexi,4
bela trump mujarab sidang korupsi israel netanyahu batal,4
pagi pagi langsung berita sedih,5
bukan suka sih suka banget dulu beli buku banyak numpuk rak sekarang sayang begitu habis baca tumpuk tumpuk jarang banget baca ulang paling cepat blnthn tuh baru baca ulang jadi sekarang sistem belibacajual penting baca yang original,4
pertama kali beli kolbuk lucu bgtt rada ragu buat makenya,1
tukang sate bodoh yaa emang masa bara api dikipasin mampus tidak bakal dingin,0
makin benci sebel agama utama sekali agama entu bisa cuma bikin susah orang ada guna,0
huhuu sedih sih sorry saya isoman minggu kayak,5
viral tagar media sosial menteri pmi singgung penting soft skill,4
anjwengg panik sedikit,1
good pagi masih avail regular only kamu jangan mind betul side faceclaim mark lee orang easy going flexible suka banget ajak ngobrol santai juga perhati bucin banget sama pacar titip carrd dibacabaca dulu,4
kecewa min,5
thank kamu aii sumpah takut sekarang paling redha,1
bangsat,0
ffvii saya suka banget konsep sekolah magic soldier game dan battle antar sekolah pertama kali cutscene battle squall seifer mikat juta player hate rinoa jauh harry potter rilis,2
katakata indah cinta satu yang suka cinta makin saya sangkal makin buat jatuh cinta betul,3
kangen dunia bxg sudah semangat layarin kapal huftfft,5
lama jadi sepi kecewa,5
iya ituu benci banget makin hari saja atur jelas begini huhu,0
mmf say tanya bodoh xixi,0
banget baca sejarah avicenna lgii heuheu ayo semangat baca kii,2
krisis nasionalisme jabat negara fenomena bentuk ekspresi generasi muda justru tunjuk peduli masa depan bangsa simak agung rizkhi zaifudhin opini kompas,4
iya anjrott jangan jangan punya dendam sama,0
halah hidup kok cuma modal kontol ingin cewek banyak lindung bawah sunah rosul nih nabi denger nyata kamu begini nang anjir sesat bangsat ajar agama tapi jangan mabok orang teman,0
kok nyempil ngeri,1
orang mata batin baik bisa terima nyata fakta akan bahagia,4
sampai sini bahagia nanti,2
nangiss bahagia kak,2
laki tidak biasa nyanyi memang selalu ngeduluin tidak pas nada paksuku,4
tonton kecewa,5
sedih anak biologi tanya terus dgimanain buat tau kena omicron ato bukan,5
rasa tuh enak banget kalau gadoin kalau habis posyandu suka kasih terus gadoin bareng sama temen,2
ngeri,1
nonton sis going emosi mulu yah sekarang nontonnya udahlah ikutin,0
kaget senang changmin,2
kalian kumpul sampah para cundang capres dukung nya kalah terima malah dema demo demo anarkis pulak kata mau tidak jadi,0
jujur malu jadi orang indonesia kok tinggal negara sama orang bodoh begini semua,0
blink selca hari malu,1
but saya registrasi beneran cuma stop situ soal takut kualat kan dibilangin gap registrasi tanggal hehe begitu,1
sedih euy dekade lalu fans emyu berani nyindir semua rival rival fans emyu sekarang cuma berani nyindir arsenal karena tau diri,5
andai dia percaya skenario ikut adl senang ending memang diendingkan sang tulis kunci percaya biasa konflik panjang waktuadipercayai percaya dulu saling percaya senang ending manusia langka kala,4
biasa mau nya manis dulu dukung rakyat capa mau bagaimana jelang tahun pilih manis pilih bagaimana lagi,4
yukk semangat yukk walaupun badan kurang fit,2
tahun kerja bri santai atur baru tahun tidak bisa ikut job opening lansung cut,4
suka banget balas ngomong ngomong kak ian marahmarah,4
jangan biar mimpi kubur perlahan waktu laku kamu impi hidup terlalu harga laku yang biasa gigitch,4
lagi nangisin cowok fiksi tibatiba abang datang sholat kamu antara takut marahin belum sholat malu nang buat mata sembab,1
fak sedih banget,5
pikir ini orang orang punya kontak banyak pusing apa nyortir siapa yang lihat cuma sekian malas nyortir jatohnya jadi malas buat sklian khawatir hal ingin jadi,1
sedih soal akun belah dfb convomf convomfs moviemenfess beame,5
suka british tekan pas masuk kuping keren banget tidak paham jadi suka bingung,3
takut positif terus bisa sekolah hhshshhdhshdhsh mau nang sumpahh padahal masuk angin anjir,1
anjay semangat,2
buat gen lirik kerja luar negeri anggap kualitas hidup lebih baik luar negeri banyak alternatif working holiday visa whv australia tokutei ginou jepang ausbildung jerman lain,4
media israel bongkar mediasi rahasia akhir sidang korupsi netanyahu gagal,4
sudah open biasa hehe yuk mau order banget nih langsung have nice hari guys,4
sumpah messed kira online fine fine jir tau sudah kecewa banget,5
tbl tbl takut banget loh sering tiktokan pernah dengar frasa cipta sejak viral tbl guna usaha besar promosi cipta kecewa tidak minta izin emang frasa lindung thread,1
maksutt bukan malah enak kalau yaa kolek kalau station brrti ada album nya,4
nasi godong jati enak bnget mbak,2
nntn bulgasal yang episod joon nusuk wooseok kesel lebih nang lihat sedih huhu,5
gara gara fanart itu kalau lihat thomaya jadi sedih pikir yoimiya,5
temen dekat tau banget suka jawab bebas kalau tanya mau apa jadi pasti langsung senin apa xixi love kamu all,3
kamu bahagia,2
mootss temen lagi suka sama orangg kasih tau cara tips dong biar orang suka balik sama diaa makasihh,3
min usah bolak balik tanya lampu modem masalah jaring modem normal mati sejak dini hari tadi,4
alhamdulillah baek pagi elmoga sehat selalu sungkem buat bapak ibu,4
ratib takut raya lps upload gambar jalan tempat viral,1
baca tulis jangan baca hati asa tidak penting,4
was cool gagal,5
walaupun tutup masker suka banget aura mark sini merinding,3
biasa sekali sikap bre,4
tau sie rasa bengong kaget anjrt,1
enak tuh,4
benerbener tampil fufufafa,0
iyaa sedih banget baru cek nyata bisa,5
hey rindu jugaa yeyy akhir sembuh jadi bocah aktif biasa kan kamu tau suka jadi kang ngumpul twibbon,3
buka twitter tumben teume sepi nyapa pagi tau pas buka pesbuk nyapa pagi sana semua anjir tertawa beneran hijrah,2
arti gravity probeb serah oke fix kamu baperan bodoh ingin lihat pintar ngaku psnteis bicara asa huek pakai simbol biar lihat anak pintar ngerti atom padahal tahu apa malu malu tahu bohong,0
pagi ujaann enak banget buat tidur,2
trend dubes jepang respons aja kerja luar negeri fenomena aja kerja luar negeri lalu tagar,4
kata sih kecewa,5
hii bagaimana kabar,4
terimakasih allah terimakasih abah sekarang abah pernah salah mimi kalau porch sepah ikut kucing monyet marah mimi kalau masak ikut abah tolong masak ubah sejak kitaorg kena uji covid raya lepas abah masak nasi lemak hybrid nasi ayam,2
jaksa agung jagung terus dalam kasus duga korupsi beri fasilitas kredit bank sri rejeki isman tbk sritex,4
stretching biasa saya lakuin tuh child pose cobra pose biasa detik,4
moga ikan hukum timpal atas praktek korupsi dia lakukn lama,2
pemberitahuan pantau sepi,4
sedih capek jugaa semangat firdyy,4
hai pagi semua selamat akhir pekan semangat buat hari,2
selamat pagi sender betul alec sesuai banget sama kriteria kamu main nya jaehyun terus side fcnya juyeon juga bukan orang cuek dingin sama pasang justru itu sangat talkative suka diskusi banyak,2
alay but pkn segak suka saya sama pkn betul kasih tugas banyak banget,5
least ada korupsi indonesia semua jelas atur jelas diikutin,2
sayang pakai banget,3
tedia hari katapat,4
hai mau tanya sekalipun minta juga tetap kasih surat lamar kerja beda body email sama surat lamar kerja apa soal masih suka susah bedain saya lama kirim file body email lamar kerja takut salah,1
mbl mbl murah banget loochh kuy guys join miracle suka drp jajan murce sering open shring merch dan sekarang open tabung buat coba bangtan tabung mulai guys yuk gass join taut rep yaa,4
jinjin rocky bisa minum tidak-apa-apa gabaik kok emang enak cola jangan sering sudah sering kalau dulu langgan,4
kena biaya hadap pasien duga telantar siloam bangka ulang salah rupa,0
optimis cepat,2
cuping marah,0
suka nih netijen seperti begini otak detektif like banget,3
tidak suka banget dichat terus kalau bahas kamu bagus tarik bakal tanggepin masalah bahas kamu tuh saja kamu bahas tuh hal yang saya sensitif jadi saya malas balas chat kamu,0
ngomong ngomong roo terimakasih rekomendasinyaa suka banget sama beneran sampai sakit perut tertawa mulu,3
